"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"April 5, 1989 (Page 40 of 59)","","","(Page 40 of 59)","Historical Newspapers","","","","1989-04-05","Apr 5, 1989","40","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712992143?accountid=10792&bdid=57410&_bd=7RxjaD7GXo2vZdYgdO1%2BwbMlCgA%3D",""
"October 3, 1963 (Page 7 of 32)","","","(Page 7 of 32)","Historical Newspapers","","","","1963-10-03","Oct 3, 1963","7","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712274643?accountid=10792&bdid=57410&_bd=mjue03trC97hFu5Oh02IMgKhFh0%3D",""
"The fall of Parnell","","Brock, MichaeI","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-11","Jun 11, 1963","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184826561?accountid=10792&bdid=57410&_bd=1LV0mGMTvPLjYdKDM80Lnvp%2FT3E%3D",""
"Now booking","","","The Guardian (1959-2003)","Historical Newspapers","","","","1989-03-10","Mar 10, 1989","37","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186967744?accountid=10792&bdid=57410&_bd=tcukvcx8Xql%2B%2F0tjJ6z0Rb7ucRU%3D",""
"March 14, 2006 (Page 47)","","","(Page 47)","Historical Newspapers","","","","2006-03-14","Mar 14, 2006","47","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2739127218?accountid=10792&bdid=57410&_bd=6L4kMNfILlM5AbFxiyQDKRwAU%2Bo%3D",""
"Lumumba Gives Pledge on Katanga","'We Will Not Use Force': Belgium Accused Discussions with Foreign Offfice","LEGUM, COLLIN","The Observer (1901- 2003)","Historical Newspapers","","","","1960-07-24","Jul 24, 1960","1","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475505510?accountid=10792&bdid=57410&_bd=abaw6jfQvffWCixPpS7tJh93u%2Fk%3D",""
"October? I still wouldn't bet on it","Notebook","Watkins, Alan","The Observer (1901- 2003)","Historical Newspapers","","","","1978-08-06","Aug 6, 1978","32","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476439293?accountid=10792&bdid=57410&_bd=l6yDyqGfImXb%2BoBDlVo61ivx128%3D",""
"October 7, 1983 (Page 2 of 48)","","","(Page 2 of 48)","Historical Newspapers","","","","1983-10-07","Oct 7, 1983","2","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712824232?accountid=10792&bdid=57410&_bd=iW0eWinlCyt72B1EkYOuJAKgkPQ%3D",""
"January 25, 1995 (Page 12 of 72)","","","(Page 12 of 72)","Historical Newspapers","","","","1995-01-25","Jan 25, 1995","12","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713024870?accountid=10792&bdid=57410&_bd=4SHjKYxhVXEB2Si1AdCIbY%2FF1tY%3D",""
"ITV LWT","","","The Observer (1901- 2003)","Historical Newspapers","","","","1996-09-29","Sep 29, 1996","161","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477832655?accountid=10792&bdid=57410&_bd=ZJfqhBJTQnw5DOv%2F%2FEjL6ef4%2FyM%3D",""
"LETTERS TO THE EDITOR","Selection for secondary education","Coe, Brian W","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-17","Jul 17, 1963","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184937912?accountid=10792&bdid=57410&_bd=zAyl%2FY2FuxtZDBGFDp6L6EwGFQE%3D",""
"October 3, 2011 (Page 16)","","","(Page 16)","Historical Newspapers","","","","2011-10-03","Oct 3, 2011","16","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2746501667?accountid=10792&bdid=57410&_bd=%2BpdAj7lo2FlYn0uPMjYRDEDEAAw%3D",""
"June 9, 1982 (Page 22 of 39)","","","(Page 22 of 39)","Historical Newspapers","","","","1982-06-09","Jun 9, 1982","22","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712784230?accountid=10792&bdid=57410&_bd=6kSoQGDqfeu5sG4CopNaqw8zyLI%3D",""
"March 23, 1989 (Page 36 of 64)","","","(Page 36 of 64)","Historical Newspapers","","","","1989-03-23","Mar 23, 1989","36","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712952656?accountid=10792&bdid=57410&_bd=B%2Fx5THYSY%2BRQ7QC9QlB0v7ngBfg%3D",""
"July 9, 1963 (Page 13 of 24)","","","(Page 13 of 24)","Historical Newspapers","","","","1963-07-09","Jul 9, 1963","13","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712310896?accountid=10792&bdid=57410&_bd=c%2F7kuV7QqcP7DUtzlLJ5%2BMfLNUg%3D",""
"So exactly what is a resigning matter?","","","The Observer (1901- 2003)","Historical Newspapers","","","","1998-01-04","Jan 4, 1998","21","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477942104?accountid=10792&bdid=57410&_bd=xt4nzv8eec3v%2FtSyCUfwlt2EF64%3D",""
"October 1, 2013 (Page 16)","","","(Page 16)","Historical Newspapers","","","","2013-10-01","Oct 1, 2013","16","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2744993967?accountid=10792&bdid=57410&_bd=T%2BlCa0q4%2BK1M%2Bq5L16E8byJMInc%3D",""
"June 24, 1963 (Page 7 of 28)","","","(Page 7 of 28)","Historical Newspapers","","","","1963-06-24","Jun 24, 1963","7","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712299411?accountid=10792&bdid=57410&_bd=4jrV0GH%2FfoCE1%2F42fSWAlK8U4ng%3D",""
"December 2, 2013 (Page 16)","","","(Page 16)","Historical Newspapers","","","","2013-12-02","Dec 2, 2013","16","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2745069143?accountid=10792&bdid=57410&_bd=iViKo6C2JIR%2F719xiQlK9Y0cHNI%3D",""
"Listings","","","The Guardian (1959-2003)","Historical Newspapers","","","","1989-05-04","May 4, 1989","26","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186967638?accountid=10792&bdid=57410&_bd=Vsmw9NsCpGqglOoxhXDCYLTMPlc%3D",""
"October 7, 1964 (Page 32 of 32)","","","(Page 32 of 32)","Historical Newspapers","","","","1964-10-07","Oct 7, 1964","32","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712279662?accountid=10792&bdid=57410&_bd=NcMkhOyI1A%2F62%2BpWcHbYDTqiB44%3D",""
"The minister and thephotograph","","White, Michael","The Guardian (1959-2003)","Historical Newspapers","","","","1999-10-25","Oct 25, 1999","16","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188360544?accountid=10792&bdid=57410&_bd=at8dR7wmcLu4mKPiYibp5thmZAI%3D",""
"August 2, 1963 (Page 9 of 20)","","","(Page 9 of 20)","Historical Newspapers","","","","1963-08-02","Aug 2, 1963","9","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712324774?accountid=10792&bdid=57410&_bd=L0Sgmlb%2BNM6L4wKErNPK6epxisg%3D",""
"May 8, 1989 (Page 33 of 56)","","","(Page 33 of 56)","Historical Newspapers","","","","1989-05-08","May 8, 1989","33","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712992685?accountid=10792&bdid=57410&_bd=Q9tg1IqH%2BmJ36RhRaPVne9e4ML0%3D",""
"March 28, 1989 (Page 35 of 52)","","","(Page 35 of 52)","Historical Newspapers","","","","1989-03-28","Mar 28, 1989","35","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712993016?accountid=10792&bdid=57410&_bd=3xjeT5tkeaI2m9pVQlOzXGAStBE%3D",""
"ARTS AND ENTERTAINMENT GUIDE","","","The Guardian (1959-2003)","Historical Newspapers","","","","1989-03-01","Mar 1, 1989","45","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187054837?accountid=10792&bdid=57410&_bd=mslyFBD%2BfQApl5JfQIZ1e2kz71c%3D",""
"May 17, 2018 (Page 24)","","","(Page 24)","Historical Newspapers","","","","2018-05-17","May 17, 2018","24","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2746572278?accountid=10792&bdid=57410&_bd=2dhSCsdrmSpzP9SCR0cvzvEoY8A%3D",""
"Lord Denning's confession","","","The Guardian (1959-2003)","Historical Newspapers","","","","1977-04-22","Apr 22, 1977","12","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185989381?accountid=10792&bdid=57410&_bd=63Bmrep4F3aFuGGLfp7j2jn8bP4%3D",""
"April 21, 1989 (Page 34 of 65)","","","(Page 34 of 65)","Historical Newspapers","","","","1989-04-21","Apr 21, 1989","34","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713051540?accountid=10792&bdid=57410&_bd=0SLYaQ2dzdHrKNP8LODPgorJWwg%3D",""
"Mr Macmillan's boldness","Radical change in management","Our Political Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1960-07-28","Jul 28, 1960","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184635447?accountid=10792&bdid=57410&_bd=nBu6N%2Fj72XDaeJe8LNqt%2B3k60yE%3D",""
"June 19, 1963 (Page 16 of 32)","","","(Page 16 of 32)","Historical Newspapers","","","","1963-06-19","Jun 19, 1963","16","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712311577?accountid=10792&bdid=57410&_bd=GogCRvWZ9vQYJ5%2FbLHzJexKVcAQ%3D",""
"Jenkins cleared as security risk","LBJ warning of 'smear-lash'","Cooke, Alistair","The Guardian (1959-2003)","Historical Newspapers","","","","1964-10-24","Oct 24, 1964","9","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184944813?accountid=10792&bdid=57410&_bd=2WcmJRvVvorKwW5Pjp1nNo%2Fu%2FkU%3D",""
"June 11, 1963 (Page 15 of 28)","","","(Page 15 of 28)","Historical Newspapers","","","","1963-06-11","Jun 11, 1963","15","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712301245?accountid=10792&bdid=57410&_bd=bMN0wzqUtofT9HnNuqSkdnGhzkM%3D",""
"March 21, 1989 (Page 36 of 55)","","","(Page 36 of 55)","Historical Newspapers","","","","1989-03-21","Mar 21, 1989","36","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712950075?accountid=10792&bdid=57410&_bd=bk%2Bvb6x%2Fw1EZJBJTI5n9rptax%2Fg%3D",""
"AMBUSHED BY HOME","PARK OUT","Macmillan, Harold, s","The Observer (1901- 2003)","Historical Newspapers","","","","1987-03-01","Mar 1, 1987","21","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477076016?accountid=10792&bdid=57410&_bd=UI2VR7EKqJabD1qn7KpBppjx6uU%3D",""
"Lord Denning's assessment","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-12-17","Dec 17, 1963","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184924200?accountid=10792&bdid=57410&_bd=EmiuXO8JzM1jSF7AB6hwfHyr0Z0%3D",""
"TELEVISION AND RADIO","","","The Guardian (1959-2003)","Historical Newspapers","","","","1992-04-09","Apr 9, 1992","40","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187309367?accountid=10792&bdid=57410&_bd=kPusef7EiNygzEGuQqdv65GBAes%3D",""
"What every daughter should know..","","WHITEHORN, KATHATRINE","The Observer (1901- 2003)","Historical Newspapers","","","","1983-10-16","Oct 16, 1983","10","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476864532?accountid=10792&bdid=57410&_bd=x1%2BK0vCQfiP%2FndVLeOq4GWalxTs%3D",""
"The needle of the Eye","","Bedell, Geradline","The Observer (1901- 2003)","Historical Newspapers","","","","2001-10-07","Oct 7, 2001","E1","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/478253340?accountid=10792&bdid=57410&_bd=RJeMhfxEBotGNSkpPkb45Rxdh3k%3D",""
"January 24, 1969 (Page 11 of 40)","","","(Page 11 of 40)","Historical Newspapers","","","","1969-01-24","Jan 24, 1969","11","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712446210?accountid=10792&bdid=57410&_bd=K65Cvza09VMElaxcoaiY9WB1CYo%3D",""
"February 14, 1979 (Page 3 of 47)","","","(Page 3 of 47)","Historical Newspapers","","","","1979-02-14","Feb 14, 1979","3","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712810788?accountid=10792&bdid=57410&_bd=4vSyho%2B6yMBDD9GSSreIbCoiz9w%3D",""
"April 28, 2009 (Page 25)","","","(Page 25)","Historical Newspapers","","","","2009-04-28","Apr 28, 2009","25","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2736257150?accountid=10792&bdid=57410&_bd=5ULZaBydVGvsyDwXiljFtSC5J90%3D",""
"Parties, leaders, and tactics","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-19","Jun 19, 1963","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184855178?accountid=10792&bdid=57410&_bd=hShSRNSSCDoutj31ut4J5y8EPQQ%3D",""
"A ministering angel","","Muggeridge, Malcolm","The Observer (1901- 2003)","Historical Newspapers","","","","1969-12-21","Dec 21, 1969","21","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476033067?accountid=10792&bdid=57410&_bd=4ukNMzfflGoD7xwd49SVjtYA6g4%3D",""
"February 14, 2000 (Page 19 of 92)","","","(Page 19 of 92)","Historical Newspapers","","","","2000-02-14","Feb 14, 2000","19","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713311791?accountid=10792&bdid=57410&_bd=gODsKqVy3CmqN4GqTJs55%2BMhqRc%3D",""
"All the news that his contacts could give him","","Whittaker, Alan","The Guardian (1959-2003)","Historical Newspapers","","","","1997-04-21","Apr 21, 1997","20","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187933460?accountid=10792&bdid=57410&_bd=HWpVKYOG1p8tiq0RVh6pLFLopb0%3D",""
"May 16, 1989 (Page 37 of 56)","","","(Page 37 of 56)","Historical Newspapers","","","","1989-05-16","May 16, 1989","37","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712917792?accountid=10792&bdid=57410&_bd=4wZyms9LkDkoKO0uFN5Ox7lG%2FD4%3D",""
"Sunday Television Guide by Sandy Smithies","BBC 1","","The Guardian (1959-2003)","Historical Newspapers","","","","1989-02-25","Feb 25, 1989","A51","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187041594?accountid=10792&bdid=57410&_bd=AWV7ZfWjkFMGJGr45L4cNGQmnQA%3D",""
"May 17, 1989 (Page 41 of 60)","","","(Page 41 of 60)","Historical Newspapers","","","","1989-05-17","May 17, 1989","41","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712999414?accountid=10792&bdid=57410&_bd=x0d1eea6%2BXu7q6e5%2FsKvHvNn4z4%3D",""
"May 10, 1989 (Page 43 of 64)","","","(Page 43 of 64)","Historical Newspapers","","","","1989-05-10","May 10, 1989","43","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712952241?accountid=10792&bdid=57410&_bd=5ECvljqpj6tKC8uhh4Z5o0Jl0Do%3D",""
"The real threat to Britain's security","","Christopher, Andrew","The Observer (1901- 2003)","Historical Newspapers","","","","1979-11-25","Nov 25, 1979","10","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476553126?accountid=10792&bdid=57410&_bd=qrI3FqHprx59K8aGHkkTFrOLj0Q%3D",""
"June 12, 1963 (Page 6 of 28)","","","(Page 6 of 28)","Historical Newspapers","","","","1963-06-12","Jun 12, 1963","6","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712243146?accountid=10792&bdid=57410&_bd=2XURha7TB72%2BN8vkMlkyKngJUwI%3D",""
"April 11, 1989 (Page 37 of 56)","","","(Page 37 of 56)","Historical Newspapers","","","","1989-04-11","Apr 11, 1989","37","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712948367?accountid=10792&bdid=57410&_bd=aMTKihQG6zZ2ShntEnCNIH41SQs%3D",""
"July 16, 1970 (Page 14 of 40)","","","(Page 14 of 40)","Historical Newspapers","","","","1970-07-16","Jul 16, 1970","14","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712478020?accountid=10792&bdid=57410&_bd=SAdV%2B9TTRyx8ACqA2LfbW2SJIj8%3D",""
"July 26, 1963 (Page 13 of 24)","","","(Page 13 of 24)","Historical Newspapers","","","","1963-07-26","Jul 26, 1963","13","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712224509?accountid=10792&bdid=57410&_bd=HAGdeYsm%2F9rXIffowQVMhnBVM9o%3D",""
"'Opt out clause' thwarts attack","","Alan Travis Political Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1992-11-17","Nov 17, 1992","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187392877?accountid=10792&bdid=57410&_bd=FvC%2BkuR7%2BcClOXwaJQTu2ixD35M%3D",""
"We've lost touch with the young--Maudling","","Our Political Correspondent","The Observer (1901- 2003)","Historical Newspapers","","","","1963-07-07","Jul 7, 1963","1","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475723325?accountid=10792&bdid=57410&_bd=CMjRHIoFI%2BCNYOVO2d%2FlombOKH4%3D",""
"New cloak and blunted dagger","","Norton-Taylor, Richard","The Guardian (1959-2003)","Historical Newspapers","","","","1988-11-23","Nov 23, 1988","23","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186861392?accountid=10792&bdid=57410&_bd=hL0BH2RPgmOJnwTsbNRz4sWT9q8%3D",""
"January 12, 1994 (Page 12 of 68)","","","(Page 12 of 68)","Historical Newspapers","","","","1994-01-12","Jan 12, 1994","12","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712932858?accountid=10792&bdid=57410&_bd=OQT5PkjOGuLk2JSlEA1CPyBnL9g%3D",""
"October 22, 1963 (Page 14 of 32)","","","(Page 14 of 32)","Historical Newspapers","","","","1963-10-22","Oct 22, 1963","14","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712226920?accountid=10792&bdid=57410&_bd=JUqYXDpqC8zFut9hSznNg5CmFvg%3D",""
